elapsed (s),x-axis (g),y-axis (g),z-axis (g),fall
51.12,0.7140000000000001,-0.578,0.257,1
51.2,0.7040000000000001,-0.637,0.245,1
51.28,0.765,-0.601,0.22,1
51.36,0.785,-0.5820000000000001,0.236,1
51.44,0.735,-0.625,0.231,1
51.52,0.68,-0.616,0.241,1
51.6,0.75,-0.609,0.234,1
51.68,0.777,-0.606,0.235,1
51.76,0.768,-0.608,0.251,1
51.84,0.695,-0.59,0.258,1
51.92,0.831,-0.573,0.225,1
52.0,0.738,-0.622,0.281,1
52.08,0.748,-0.574,0.293,1
52.16,0.6920000000000001,-0.581,0.271,1
52.24,0.775,-0.58,0.284,1
52.32,0.7709999999999999,-0.5529999999999999,0.268,1
52.4,0.742,-0.53,0.261,1
52.48,0.8270000000000001,-0.589,0.187,1
52.56,0.857,-0.54,0.096,1
52.64,0.865,-0.519,0.017,1
52.72,0.87,-0.5,0.019,1
52.8,0.8270000000000001,-0.524,0.109,1
52.88,0.77,-0.56,0.188,1
52.96,0.763,-0.564,0.188,1
53.04,0.83,-0.541,0.177,1
53.12,0.8190000000000001,-0.529,0.17800000000000002,1
53.2,0.8,-0.55,0.192,1
53.28,0.8109999999999999,-0.545,0.182,1
53.36,0.82,-0.53,0.181,1
53.44,0.8140000000000001,-0.534,0.18600000000000005,1
53.52,0.807,-0.53,0.182,1
53.6,0.816,-0.515,0.174,1
53.68,0.818,-0.512,0.163,1
53.76,0.841,-0.515,0.118,1
53.84,0.915,-0.479,0.14,1
53.92,0.875,-0.488,0.14,1
54.0,0.804,-0.509,0.195,1
54.08,0.82,-0.5479999999999999,0.192,1
54.16,0.82,-0.521,0.17600000000000002,1
54.24,0.795,-0.506,0.227,1
54.32,0.813,-0.547,0.229,1
54.4,0.802,-0.542,0.236,1
54.48,0.7879999999999999,-0.5579999999999999,0.252,1
54.56,0.797,-0.58,0.243,1
54.64,0.812,-0.583,0.207,1
54.72,0.8370000000000001,-0.58,0.215,1
54.8,0.841,-0.632,0.125,1
54.88,0.826,-0.667,0.04,1
54.96,0.758,-0.69,-0.055,1
55.04,0.769,-0.682,-0.185,1
55.12,0.747,-0.601,-0.19,1
55.2,0.672,-0.5870000000000001,-0.261,1
55.28,0.74,-0.574,-0.27,1
55.36,0.721,-0.506,-0.302,1
55.44,0.736,-0.414,-0.339,1
55.52,0.7809999999999999,-0.33,-0.36,1
55.6,0.82,-0.231,-0.35200000000000004,1
55.68,0.863,-0.123,-0.429,0
55.76,0.934,-0.021,-0.631,0
55.84,0.983,0.084,-0.617,0
55.92,0.858,0.092,-0.723,0
56.0,0.715,-0.006,-0.614,0
56.08,0.632,-0.138,-0.6509999999999999,0
56.16,0.45,-0.248,-0.7490000000000001,0
56.24,0.349,-0.317,-0.8959999999999999,0
56.32,0.354,-0.35,-0.763,0
56.4,0.204,-0.289,-0.816,0
56.48,0.217,-0.299,-0.922,0
56.56,0.29,-0.252,-0.931,0
56.64,0.271,-0.294,-1.115,0
56.72,0.195,-0.4270000000000001,-1.107,0
56.8,0.314,-0.462,-0.987,0
56.88,0.439,-0.479,-0.951,0
56.96,0.297,-0.452,-0.8640000000000001,0
57.04,0.484,-0.28,-0.75,0
57.12,0.48,-0.229,-0.725,0
57.2,0.496,-0.201,-0.688,0
57.28,0.476,-0.185,-0.797,0
57.36,0.8340000000000001,-0.078,-0.909,0
57.44,0.942,-0.061,-0.901,0
57.52,0.716,-0.217,-0.7509999999999999,0
57.6,0.584,-0.386,-0.866,0
57.68,0.5920000000000001,-0.518,-0.857,0
57.76,0.7040000000000001,-0.481,-0.565,0
57.84,0.6659999999999999,-0.5,-0.424,0
57.92,0.474,-0.522,-0.391,0
58.0,0.379,-0.55,-0.511,0
58.08,0.379,-0.517,-0.457,0
58.16,0.544,-0.579,-0.443,0
58.24,0.784,-0.755,-0.878,0
58.32,0.453,-0.884,-0.931,0
58.4,0.408,-0.64,-0.889,0
58.48,0.5870000000000001,-0.485,-1.057,0
58.56,0.18600000000000005,-0.637,-0.91,0
58.64,0.181,-0.625,-0.8420000000000001,0
58.72,0.229,-0.603,-0.8190000000000001,0
58.8,0.085,-0.6679999999999999,-0.62,0
58.88,0.185,-0.6729999999999999,-0.417,0
58.96,0.273,-0.596,-0.395,0
59.04,0.253,-0.588,-0.3,0
59.12,0.258,-0.831,-0.355,0
59.2,0.333,-1.068,-0.316,0
59.28,0.251,-0.799,-0.122,0
59.36,0.145,-0.636,-0.348,0
59.44,0.26,-0.901,-0.263,0
59.52,0.425,-0.882,-0.177,0
59.6,0.307,-0.866,-0.252,0
59.68,0.08800000000000001,-1.225,-0.467,0
59.76,-0.017,-0.987,-0.289,0
59.84,0.124,-0.76,-0.08800000000000001,0
59.92,0.136,-0.894,-0.08,0
60.0,0.139,-0.942,-0.049,0
60.08,0.165,-0.871,-0.008,0
60.16,0.188,-0.9,-0.016,0
60.24,0.209,-1.037,-0.069,0
60.32,0.299,-1.216,-0.076,0
60.4,0.4,-0.943,-0.17800000000000002,0
60.48,0.421,-0.691,-0.335,0
60.56,0.35,-0.943,-0.165,0
60.64,0.35700000000000004,-0.805,-0.102,0
60.72,0.365,-0.845,-0.134,0
60.8,0.338,-0.8220000000000001,-0.109,0
60.88,0.327,-0.88,-0.084,0
60.96,0.364,-1.128,-0.104,0
61.04,0.35,-1.211,-0.15,0
61.12,0.138,-0.747,-0.241,0
61.2,0.198,-0.884,-0.28600000000000003,0
61.28,0.299,-0.949,-0.103,0
61.36,0.267,-0.774,-0.068,0
61.44,0.282,-0.905,-0.066,0
61.52,0.294,-0.851,-0.098,0
61.6,0.355,-0.979,-0.127,0
61.68,0.453,-1.0590000000000002,-0.105,0
61.76,0.447,-1.003,-0.21600000000000005,0
61.84,0.361,-0.688,-0.162,0
61.92,0.421,-0.8909999999999999,-0.17,0
62.0,0.404,-0.8390000000000001,-0.131,0
62.08,0.364,-0.83,-0.147,0
62.16,0.35600000000000004,-0.8490000000000001,-0.115,0
62.24,0.369,-0.848,-0.103,0
62.32,0.299,-1.155,-0.021,0
62.4,0.271,-1.328,-0.133,0
62.48,0.123,-0.726,-0.17600000000000002,0
62.56,0.183,-0.821,-0.063,0
62.64,0.266,-0.953,-0.004,0
62.72,0.202,-0.918,0.043,0
62.8,0.229,-0.928,0.066,0
62.88,0.259,-0.862,0.026,0
62.96,0.295,-1.05,0.03,0
63.04,0.408,-1.109,0.081,0
63.12,0.428,-0.6709999999999999,-0.03,0
63.2,0.433,-0.787,-0.229,0
63.28,0.387,-1.11,-0.128,0
63.36,0.373,-0.792,0.013,0
63.44,0.4270000000000001,-0.868,-0.062,0
63.52,0.362,-1.023,-0.002,0
63.6,0.229,-1.146,0.019,0
63.68,0.253,-0.747,0.027000000000000003,0
63.76,0.212,-0.698,-0.028,0
63.84,0.218,-1.234,-0.05,0
63.92,0.237,-0.948,0.02,0
64.0,0.2,-0.843,-0.086,0
64.08,0.2,-0.857,-0.125,0
64.16,0.303,-0.802,-0.107,0
64.24,0.361,-1.136,-0.16899999999999998,0
64.32,0.388,-0.986,-0.116,0
64.4,0.463,-0.7909999999999999,-0.07,0
64.48,0.416,-0.8809999999999999,-0.108,0
64.56,0.4,-1.033,-0.091,0
64.64,0.464,-0.862,-0.036000000000000004,0
64.72,0.489,-0.8029999999999999,-0.068,0
64.8,0.475,-0.8340000000000001,-0.039,0
64.88,0.458,-0.86,-0.04,0
64.96,0.414,-0.918,-0.059,0
65.04,0.255,-0.953,-0.108,0
65.12,0.172,-0.955,-0.154,0
65.2,0.223,-0.986,-0.124,0
65.28,0.142,-0.965,-0.116,0
65.36,0.158,-0.977,-0.055,0
65.44,0.188,-0.929,-0.011,0
65.52,0.23,-0.898,0.022,0
65.6,0.189,-0.943,0.035,0
65.68,0.166,-0.935,0.032,0
65.76,0.265,-0.988,-0.01,0
65.84,0.344,-1.105,-0.073,0
65.92,0.298,-0.94,-0.067,0
66.0,0.29,-0.78,-0.075,0
66.08,0.37,-0.905,-0.152,0
66.16,0.35200000000000004,-1.03,-0.063,0
66.24,0.349,-0.847,0.026,0
66.32,0.345,-0.846,0.006,0
66.4,0.33,-0.843,-0.05,0
66.48,0.333,-1.028,-0.059,0
66.56,0.281,-1.204,-0.018000000000000002,0
66.64,0.203,-0.972,-0.08199999999999999,0
66.72,0.112,-0.63,-0.119,0
66.8,0.098,-1.0590000000000002,-0.172,0
66.88,0.158,-1.015,-0.118,0
66.96,0.198,-0.86,-0.028,0
67.04,0.235,-0.925,0.015,0
67.12,0.247,-0.915,0.04,0
67.2,0.256,-0.967,-0.012,0
67.28,0.3670000000000001,-1.094,-0.017,0
67.36,0.34600000000000003,-1.043,-0.04,0
67.44,0.24,-0.813,-0.078,0
67.52,0.247,-0.792,-0.162,0
67.6,0.376,-1.03,-0.16399999999999998,0
67.68,0.247,-0.943,-0.039,0
67.76,0.31,-0.841,-0.034,0
67.84,0.34700000000000003,-0.901,-0.041,0
67.92,0.358,-0.882,-0.031,0
68.0,0.368,-0.938,-0.053,0
68.08,0.307,-1.068,-0.081,0
68.16,0.308,-1.028,-0.133,0
68.24,0.241,-0.8390000000000001,-0.146,0
68.32,0.196,-0.818,-0.19,0
68.4,0.284,-0.997,-0.094,0
68.48,0.303,-0.973,-0.004,0
68.56,0.212,-0.9,-0.031,0
68.64,0.19,-0.956,-0.046,0
68.72,0.196,-0.938,-0.035,0
68.8,0.198,-0.925,-0.069,0
68.88,0.212,-0.957,-0.087,0
68.96,0.326,-1.073,-0.058,0
69.04,0.426,-0.961,-0.102,0
69.12,0.35700000000000004,-0.755,-0.165,0
69.2,0.379,-0.7909999999999999,-0.267,0
69.28,0.471,-0.924,-0.29600000000000004,0
69.36,0.405,-0.855,-0.292,0
69.44,0.446,-0.823,-0.333,0
69.52,0.5579999999999999,-0.831,-0.282,0
69.6,0.5720000000000001,-0.831,-0.23,0
69.68,0.542,-0.789,-0.241,0
69.76,0.526,-0.8059999999999999,-0.2,0
69.84,0.47,-0.7859999999999999,-0.14,0
69.92,0.393,-0.8029999999999999,-0.12,0
70.0,0.28800000000000003,-0.998,-0.14400000000000002,0
70.08,0.13,-1.241,-0.235,0
70.16,0.123,-0.962,-0.165,0
70.24,0.091,-0.807,-0.16899999999999998,0
70.32,0.108,-0.965,-0.162,0
70.4,0.14800000000000002,-1.022,-0.138,0
70.48,0.17800000000000002,-0.908,-0.101,0
70.56,0.265,-0.853,-0.07400000000000001,0
70.64,0.299,-0.8320000000000001,-0.053,0
70.72,0.415,-0.901,0.001,0
70.8,0.474,-0.888,0.054000000000000006,0
70.88,0.379,-1.078,-0.037000000000000005,0
70.96,0.354,-1.002,-0.07400000000000001,0
71.04,0.375,-0.8340000000000001,-0.1,0
71.12,0.414,-0.887,-0.146,0
71.2,0.478,-0.91,-0.135,0
71.28,0.458,-0.7929999999999999,-0.147,0
71.36,0.434,-0.8690000000000001,-0.149,0
71.44,0.453,-0.914,-0.12,0
71.52,0.426,-0.905,-0.076,0
71.6,0.416,-0.856,-0.069,0
71.68,0.402,-0.912,-0.066,0
71.76,0.446,-0.904,-0.053,0
71.84,0.35600000000000004,-0.966,-0.101,0
71.92,0.28600000000000003,-0.98,-0.075,0
72.0,0.228,-0.903,-0.113,0
72.08,0.135,-0.868,-0.17800000000000002,0
72.16,0.134,-0.995,-0.159,0
72.24,0.171,-0.947,-0.091,0
72.32,0.21,-0.846,-0.063,0
72.4,0.23,-0.924,-0.022,0
72.48,0.243,-0.938,-0.029,0
72.56,0.312,-1.044,-0.013,0
72.64,0.391,-1.142,-0.083,0
72.72,0.371,-0.89,-0.139,0
72.8,0.35700000000000004,-0.711,-0.206,0
72.88,0.36,-0.925,-0.206,0
72.96,0.34600000000000003,-0.8490000000000001,-0.115,0
73.04,0.349,-0.8340000000000001,-0.124,0
73.12,0.342,-0.8909999999999999,-0.107,0
73.2,0.292,-0.82,-0.059,1
73.28,0.319,-0.852,0.001,1
73.36,0.329,-0.92,0.048,1
73.44,0.312,-1.056,0.002,1
73.52,-0.075,-0.545,0.062,1
73.6,-0.06,-0.318,0.138,1
73.68,0.246,-1.4509999999999998,0.215,1
73.76,0.612,0.012,-0.5579999999999999,1
73.84,0.952,-0.071,-1.606,1
73.92,-0.249,-0.343,-1.298,1
74.0,1.251,-0.418,-0.733,1
74.08,0.358,0.5,-0.136,1
74.16,0.468,0.491,0.272,1
74.24,1.695,-0.394,1.285,1
74.32,0.933,0.424,2.27,1
74.4,-0.396,-0.269,0.358,1
74.48,-0.003,-0.439,0.52,1
74.56,0.163,-0.369,1.171,1
74.64,0.064,-0.145,1.157,1
74.72,0.2,-0.305,1.131,1
74.8,0.355,-0.407,0.8290000000000001,1
74.88,0.546,-0.334,0.787,1
74.96,0.609,-0.103,0.84,1
75.04,0.653,-0.16699999999999998,0.742,1
75.12,0.61,-0.155,0.799,1
75.2,0.503,-0.193,0.825,1
75.28,0.525,-0.172,0.8240000000000001,1
75.36,0.5820000000000001,-0.188,0.836,1
75.44,0.585,-0.16899999999999998,0.797,1
75.52,0.564,-0.147,0.8240000000000001,1
75.6,0.565,-0.151,0.823,1
75.68,0.575,-0.14800000000000002,0.813,1
75.76,0.5670000000000001,-0.14800000000000002,0.8270000000000001,1
75.84,0.562,-0.189,0.81,1
75.92,0.595,-0.18,0.812,1
76.0,0.642,-0.202,0.763,1
76.08,0.606,-0.229,0.742,1
76.16,0.574,-0.257,0.7490000000000001,1
76.24,0.498,-0.262,0.779,1
76.32,0.516,-0.261,0.826,1
76.4,0.556,-0.201,0.825,1
76.48,0.5379999999999999,-0.189,0.812,1
76.56,0.547,-0.211,0.813,1
76.64,0.5529999999999999,-0.196,0.82,1
76.72,0.51,-0.172,0.836,1
76.8,0.5479999999999999,-0.16699999999999998,0.8170000000000001,1
76.88,0.593,-0.14800000000000002,0.813,1
76.96,0.624,-0.14,0.782,1
77.04,0.628,-0.146,0.7709999999999999,1
77.12,0.6559999999999999,-0.16699999999999998,0.7390000000000001,1
77.2,0.7120000000000001,-0.155,0.753,1
77.28,0.843,-0.225,0.7,1
77.36,0.951,-0.355,0.552,1
77.44,0.939,-0.316,0.415,1
77.52,0.865,-0.28600000000000003,0.281,1
77.6,0.8079999999999999,-0.28600000000000003,0.227,1
77.68,0.8270000000000001,-0.353,0.162,1
77.76,0.883,-0.375,0.127,1
77.84,0.855,-0.343,0.16399999999999998,1
77.92,0.893,-0.391,0.163,1
78.0,0.833,-0.28600000000000003,-0.004,1
78.08,0.879,-0.309,-0.027000000000000003,1
78.16,0.938,-0.279,-0.081,1
78.24,0.917,-0.214,-0.162,1
78.32,0.956,-0.124,-0.275,1
78.4,0.8809999999999999,-0.016,-0.642,1
78.48,0.792,-0.125,-0.767,1
78.56,0.64,-0.065,-0.759,1
78.64,0.669,0.052000000000000005,-0.7040000000000001,1
78.72,0.7090000000000001,0.051,-0.727,1
78.8,0.625,0.111,-0.7859999999999999,1
78.88,0.625,0.079,-0.78,1
78.96,0.7859999999999999,0.273,-0.773,1
79.04,0.757,0.09,-0.65,1
79.12,0.555,0.139,-0.826,1
79.2,0.608,0.077,-0.8290000000000001,1
79.28,0.674,0.078,-0.743,1
79.36,0.68,0.17,-0.7809999999999999,1
79.44,0.7140000000000001,0.229,-0.778,1
79.52,0.736,0.289,-0.7709999999999999,0
79.6,0.7709999999999999,0.271,-0.7929999999999999,0
79.68,0.6579999999999999,0.152,-0.833,0
79.76,0.583,0.115,-0.975,0
79.84,0.431,0.1,-1.018,0
79.92,0.396,-0.123,-1.107,0
80.0,0.458,-0.058,-0.974,0
80.08,0.466,-0.155,-0.8190000000000001,0
80.16,0.227,-0.316,-1.11,0
80.24,0.018000000000000002,-0.482,-0.979,0
80.32,0.045,-0.515,-0.848,0
80.4,-0.006,-0.544,-0.8390000000000001,0
80.48,-0.128,-0.5920000000000001,-0.745,0
80.56,-0.131,-0.747,-0.369,0
80.64,-0.289,-0.81,-0.607,0
80.72,-0.349,-0.878,-0.7040000000000001,0
80.8,-0.35700000000000004,-0.879,-0.35,0
80.88,-0.574,-0.835,-0.339,0
80.96,-0.438,-0.797,-0.333,0
81.04,-0.153,-0.669,-0.343,0
81.12,-0.053,-0.539,-0.279,0
81.2,-0.012,-0.741,-0.221,0
81.28,0.153,-0.976,0.14,0
81.36,0.058,-0.726,-0.152,0
81.44,0.027000000000000003,-1.185,-0.406,0
81.52,0.214,-1.13,-0.5329999999999999,0
81.6,0.207,-0.88,-0.665,0
81.68,0.306,-1.02,-0.657,0
81.76,0.28300000000000003,-1.065,-0.628,0
81.84,0.257,-0.945,-0.531,0
81.92,0.21600000000000005,-0.7709999999999999,-0.561,0
82.0,0.354,-0.772,-0.54,0
82.08,0.364,-0.821,-0.715,0
82.16,0.135,-0.638,-0.342,0
82.24,0.48,-0.8440000000000001,0.226,0
82.32,0.336,-0.828,-0.298,0
82.4,0.318,-0.848,-0.359,0
82.48,0.16399999999999998,-0.7659999999999999,-0.245,0
82.56,0.059,-0.83,-0.34,0
82.64,-0.005,-0.901,-0.434,0
82.72,-0.09,-0.91,-0.35700000000000004,0
82.8,-0.117,-0.878,-0.295,0
82.88,-0.008,-0.867,-0.257,0
82.96,0.287,-0.978,-0.203,0
83.04,0.485,-0.952,-0.21600000000000005,0
83.12,0.42,-0.892,-0.166,0
83.2,0.442,-0.75,-0.198,0
83.28,0.436,-0.81,-0.175,0
83.36,0.438,-0.8540000000000001,-0.156,0
83.44,0.406,-0.87,-0.098,0
83.52,0.377,-0.975,-0.14400000000000002,0
83.6,0.361,-1.147,-0.159,0
83.68,0.157,-0.968,-0.256,0
83.76,-0.012,-0.894,-0.271,0
83.84,0.211,-0.936,-0.115,0
83.92,0.159,-0.778,-0.077,0
84.0,0.147,-0.84,-0.03,0
84.08,0.239,-0.889,-0.002,0
84.16,0.308,-1.047,-0.051,0
84.24,0.425,-1.216,-0.119,0
84.32,0.374,-0.989,-0.229,0
84.4,0.399,-0.764,-0.355,0
84.48,0.272,-0.913,-0.223,0
84.56,0.256,-0.7759999999999999,-0.098,0
84.64,0.268,-0.8140000000000001,-0.136,0
84.72,0.262,-0.908,-0.07200000000000001,0
84.8,0.275,-1.112,-0.046,0
84.88,0.146,-1.226,-0.19,0
84.96,0.073,-0.758,-0.32,0
85.04,0.154,-1.0,-0.277,0
85.12,0.214,-0.857,-0.114,0
85.2,0.198,-0.7509999999999999,-0.064,0
85.28,0.251,-0.867,-0.076,0
85.36,0.32299999999999995,-0.982,-0.126,0
85.44,0.418,-1.188,-0.147,0
85.52,0.487,-1.008,-0.206,0
85.6,0.454,-0.748,-0.312,0
85.68,0.31,-0.853,-0.102,0
85.76,0.273,-0.856,0.023,0
85.84,0.32299999999999995,-0.778,-0.042,0
85.92,0.319,-0.885,-0.018000000000000002,0
86.0,0.328,-1.079,-0.022,0
86.08,0.267,-1.3119999999999998,-0.04,0
86.16,0.209,-0.882,-0.112,0
86.24,0.16699999999999998,-0.703,-0.18600000000000005,0
86.32,0.256,-0.986,-0.133,0
86.4,0.269,-0.8740000000000001,-0.08,0
86.48,0.23,-0.951,0.045,0
86.56,0.294,-0.863,-0.022,0
86.64,0.293,-0.963,-0.036000000000000004,0
86.72,0.292,-0.96,-0.045,0
86.8,0.393,-1.034,-0.083,0
86.88,0.383,-0.8390000000000001,-0.139,0
86.96,0.413,-0.7340000000000001,-0.123,0
87.04,0.494,-0.838,-0.106,0
87.12,0.516,-0.9,-0.141,0
87.2,0.542,-0.885,-0.127,0
87.28,0.5920000000000001,-0.823,-0.066,0
87.36,0.51,-0.88,-0.068,0
87.44,0.454,-0.873,-0.069,0
87.52,0.428,-0.856,-0.055,0
87.6,0.318,-0.94,0.026,0
87.68,0.201,-0.906,0.033,0
87.76,0.21600000000000005,-0.977,0.029,0
87.84,0.193,-0.954,0.029,0
87.92,0.156,-1.01,0.003,0
88.0,0.133,-0.995,-0.003,0
88.08,0.101,-0.973,-0.045,0
88.16,0.066,-0.955,-0.04,0
88.24,0.033,-0.972,-0.06,0
88.32,0.051,-0.987,-0.076,0
88.4,0.094,-0.972,-0.069,0
88.48,0.115,-0.968,-0.068,0
88.56,0.125,-0.989,-0.045,0
88.64,0.156,-1.014,-0.002,0
88.72,0.174,-0.963,0.015,0
88.8,0.2,-0.913,0.07400000000000001,0
88.88,0.225,-0.963,0.118,0
88.96,0.179,-0.939,0.12,0
89.04,0.162,-0.952,0.091,0
89.12,0.202,-0.936,0.111,0
89.2,0.227,-0.939,0.197,0
89.28,0.177,-0.958,0.179,0
89.36,0.16899999999999998,-0.937,0.185,0
89.44,0.18,-0.952,0.197,0
89.52,0.192,-0.956,0.196,0
89.6,0.187,-0.939,0.171,0
89.68,0.171,-0.957,0.16,0
89.76,0.18,-0.932,0.16699999999999998,0
89.84,0.179,-0.936,0.16899999999999998,0
89.92,0.193,-0.938,0.165,0
90.0,0.192,-0.917,0.16699999999999998,0
90.08,0.192,-0.928,0.166,0
90.16,0.196,-0.944,0.183,0
90.24,0.201,-0.937,0.163,0
90.32,0.204,-0.938,0.146,0
90.4,0.211,-0.918,0.13699999999999998,0
90.48,0.25,-0.893,0.096,0
90.56,0.187,-0.902,0.135,0
90.64,0.156,-1.007,0.156,0
90.72,0.244,-1.0,0.236,0
90.8,0.238,-0.952,0.168,0
90.88,0.126,-0.8809999999999999,0.047,0
90.96,0.099,-1.042,0.03,0
91.04,0.228,-1.099,0.096,0
91.12,0.226,-0.983,0.098,0
91.2,0.191,-0.7929999999999999,0.005,0
91.28,0.379,-0.805,-0.055,0
91.36,0.446,-1.028,-0.073,0
91.44,0.348,-0.89,-0.029,0
91.52,0.384,-0.8540000000000001,-0.12,0
91.6,0.402,-0.906,-0.18,0
91.68,0.417,-0.936,-0.197,0
91.76,0.343,-1.05,-0.099,0
91.84,0.242,-0.938,-0.064,0
91.92,0.242,-0.903,-0.053,0
92.0,0.272,-0.901,0.026,0
92.08,0.256,-0.918,0.039,0
92.16,0.246,-0.948,0.056,0
92.24,0.237,-0.927,0.064,0
92.32,0.23,-0.91,0.008,0
92.4,0.196,-0.916,-0.036000000000000004,0
92.48,0.16,-0.873,-0.023,0
92.56,0.182,-1.085,0.115,0
92.64,0.185,-0.957,0.055,0
92.72,0.16,-0.959,0.014,0
92.8,0.272,-0.906,-0.022,0
92.88,0.338,-0.996,0.056,0
92.96,0.34600000000000003,-1.077,-0.041,0
93.04,0.13699999999999998,-0.921,-0.056,0
93.12,0.231,-0.742,-0.065,0
93.2,0.467,-0.939,-0.15,0
93.28,0.382,-1.048,-0.105,0
93.36,0.435,-0.794,-0.067,0
93.44,0.502,-0.8190000000000001,-0.08199999999999999,0
93.52,0.493,-0.8909999999999999,-0.036000000000000004,0
93.6,0.4320000000000001,-0.879,-0.048,0
93.68,0.399,-0.873,-0.069,0
93.76,0.376,-1.002,-0.039,0
93.84,0.207,-0.995,-0.125,0
93.92,0.142,-0.916,-0.195,0
94.0,0.13,-0.879,-0.187,0
94.08,0.211,-1.005,-0.07,0
94.16,0.225,-0.938,-0.016,0
94.24,0.154,-0.946,-0.152,0
94.32,0.114,-1.027,-0.16699999999999998,0
94.4,0.075,-0.98,-0.18,0
94.48,0.189,-1.016,-0.142,0
94.56,0.269,-0.917,-0.069,0
94.64,0.349,-0.868,0.026,0
94.72,0.32299999999999995,-0.947,0.038,0
94.8,0.299,-0.948,0.03,0
94.88,0.273,-0.948,0.031,0
94.96,0.239,-0.911,0.021,0
95.04,0.207,-0.917,0.031,0
95.12,0.248,-0.96,0.011,0
95.2,0.234,-0.936,-0.035,0
95.28,0.243,-0.918,-0.062,0
95.36,0.275,-0.929,-0.033,0
95.44,0.192,-0.97,-0.041,0
95.52,0.166,-1.051,0.01,0
95.6,0.18600000000000005,-1.015,-0.142,0
95.68,0.159,-0.826,-0.062,0
95.76,0.08900000000000001,-1.009,0.033,0
95.84,0.102,-0.976,-0.023,0
95.92,0.084,-0.923,-0.126,0
96.0,0.066,-0.964,-0.106,0
96.08,0.121,-0.883,-0.157,0
96.16,0.302,-1.038,-0.181,0
96.24,0.485,-0.991,-0.052000000000000005,0
96.32,0.55,-0.81,-0.145,0
96.4,0.495,-0.902,-0.158,0
96.48,0.434,-0.918,-0.101,0
96.56,0.396,-0.912,-0.125,0
96.64,0.37,-0.883,-0.05,0
96.72,0.381,-0.833,-0.015,0
96.8,0.366,-0.903,0.02,0
96.88,0.265,-0.911,0.028,0
96.96,0.263,-0.8809999999999999,0.02,0
97.04,0.235,-0.989,-0.039,0
97.12,0.147,-1.07,-0.052000000000000005,0
97.2,0.175,-0.908,-0.076,0
97.28,0.146,-0.916,-0.173,0
97.36,0.068,-1.038,-0.13,0
97.44,0.107,-0.958,-0.108,0
97.52,0.151,-0.957,-0.104,0
97.6,0.18600000000000005,-0.8959999999999999,-0.083,0
97.68,0.224,-0.93,-0.05,0
97.76,0.282,-0.985,-0.047,0
97.84,0.344,-0.999,-0.07400000000000001,0
97.92,0.404,-1.019,-0.125,0
98.0,0.406,-0.873,-0.141,0
98.08,0.462,-0.777,-0.261,0
98.16,0.373,-0.885,-0.156,0
98.24,0.411,-0.79,-0.07400000000000001,0
98.32,0.405,-0.862,-0.123,0
98.4,0.361,-0.848,-0.104,0
98.48,0.35600000000000004,-0.951,-0.158,0
98.56,0.35100000000000003,-1.117,-0.131,0
98.64,0.348,-1.054,-0.267,0
98.72,0.126,-0.8140000000000001,-0.277,0
98.8,0.101,-0.922,-0.182,0
98.88,0.263,-0.88,-0.1,0
98.96,0.237,-0.85,-0.046,0
99.04,0.22,-0.88,-0.043,0
99.12,0.245,-0.919,-0.066,0
99.2,0.301,-1.067,-0.034,0
99.28,0.391,-1.183,-0.099,0
99.36,0.35200000000000004,-0.877,-0.146,0
99.44,0.376,-0.693,-0.238,0
99.52,0.389,-0.944,-0.244,0
99.6,0.35700000000000004,-0.875,-0.116,0
99.68,0.392,-0.86,-0.122,0
99.76,0.35100000000000003,-0.772,-0.201,0
99.84,0.333,-0.902,-0.111,0
99.92,0.385,-0.954,-0.051,0
100.0,0.354,-1.115,-0.07400000000000001,0
100.08,0.333,-1.0490000000000002,-0.244,0
100.16,0.14300000000000002,-0.763,-0.29100000000000004,0
100.24,0.182,-0.873,-0.276,0
100.32,0.29100000000000004,-0.904,-0.127,0
100.4,0.218,-0.877,-0.1,0
100.48,0.205,-0.8959999999999999,-0.079,0
100.56,0.23,-0.873,-0.008,0
100.64,0.266,-0.914,-0.006999999999999999,0
100.72,0.269,-0.9,0.059,0
100.8,0.097,-0.522,0.12,1
100.88,0.038,-0.373,0.042,1
100.96,0.202,-0.575,0.058,1
101.04,0.879,0.109,-0.544,1
101.12,1.484,-0.546,-2.385,1
101.2,0.399,-0.862,-1.436,1
101.28,0.37,0.19,0.7,1
101.36,0.439,0.5579999999999999,-0.003,1
101.44,0.826,0.858,0.265,1
101.52,1.346,0.221,1.107,1
101.6,1.379,0.92,2.629,1
101.68,0.135,-0.609,0.309,1
101.76,0.384,-0.657,0.616,1
101.84,-0.008,-0.52,0.669,1
101.92,-0.07200000000000001,-0.556,0.7290000000000001,1
102.0,0.101,-0.782,0.894,1
102.08,0.048,-0.706,0.7979999999999999,1
102.16,0.052000000000000005,-0.679,0.789,1
102.24,0.16699999999999998,-0.5660000000000001,0.667,1
102.32,0.425,-0.5770000000000001,0.713,1
102.4,0.477,-0.518,0.768,1
102.48,0.441,-0.487,0.775,1
102.56,0.408,-0.495,0.762,1
102.64,0.383,-0.508,0.7340000000000001,1
102.72,0.403,-0.514,0.727,1
102.8,0.408,-0.512,0.772,1
102.88,0.436,-0.48,0.769,1
102.96,0.442,-0.448,0.7809999999999999,1
103.04,0.412,-0.444,0.79,1
103.12,0.419,-0.426,0.782,1
103.2,0.403,-0.417,0.802,1
